,cases,BandMaxSAT,BandMaxSAT_time,BandMaxSAT_v,BandMaxSAT_v_time,NuWLS,NuWLS_time,NuWLSV,NuWLSV_time,SATLike3.0,SATLike3.0_time,SATLike3.0_v,SATLike3.0_v_time,Loandra,Loandra_time,TT-OWI,TT-OWI_time,NuWLS_i,NuWLS_i_time,NuWLSV_s,NuWLSV_s_time
796,uw_2022_spl.formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,None,300,1227,76.4,469,212.68,469,155.73,None,300,None,300,517.0,299.87,1389,290.0,469,162.79,469,164.66
797,uw_2022_ran-scp.scpnrf4_maxsat.wcnf,11,44.93,11,57.24,12,187.24,12,41.03,12,2.73,12,24.12,14.0,63.67,17,1.0,12,37.25,12,37.02
798,uw_2022_data.243.wcnf,198,0.85,211,0.0,199,0.11,198,0.01,198,0.67,211,0.01,203.0,0.21,203,297.0,198,0.11,198,0.01
799,uw_2022_MinFill_R0_queen11_11.wcnf,4801,5.05,4801,4.32,4481,226.37,4495,105.96,None,300,None,300,4630.0,269.2,4406,228.0,4543,127.41,4539,250.4
800,uw_2022_ran.max_cut_60_600_4.asc.wcnf,213,0.0,273,0.0,213,0.0,213,0.0,213,0.0,305,0.0,213.0,0.33,218,161.0,213,0.0,213,0.0
801,uw_2022_GenHyperTW_par8-5-c.wcnf,17,40.52,9,221.92,8,79.28,8,107.26,13,153.42,12,242.25,11.0,294.18,10,185.0,9,180.21,8,213.04
802,uw_2022_extension-enforcement_non-strict_stb_200_0.05_3_10_0.wcnf,12,18.99,9,8.88,11,172.19,11,262.59,10,16.93,9,17.76,10.0,178.69,10,30.0,12,115.45,13,67.74
803,uw_2022_GenHyperTW_aim-50-1_6-yes1-3.wcnf,12,8.34,12,41.97,10,123.99,11,39.72,11,195.23,11,128.32,13.0,69.89,12,74.0,10,215.14,11,135.73
804,uw_2022_colic.wcnf,743,45.44,743,31.53,218,245.44,214,180.16,None,300,None,300,185.0,161.4,169,297.0,222,260.76,214,175.97
805,uw_2022_extension-enforcement_non-strict_stb_200_0.05_1_10_1.wcnf,11,8.83,10,179.36,15,102.54,12,88.9,11,54.58,10,260.97,12.0,297.28,14,158.0,13,283.65,12,82.8
806,uw_2022_TWComp_myciel5_N47.wcnf,21,16.85,19,226.0,19,13.4,19,59.64,19,179.32,19,6.22,19.0,57.22,19,2.0,19,4.87,19,41.97
807,uw_2022_gen_mult_4_5_9999.wcnf,201,2.54,196,140.06,200,6.21,195,197.16,212,256.42,202,270.04,242.0,32.85,277,1.0,197,276.6,195,191.74
808,uw_2022_sug.atcoss_sugar_04.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,32.0,73.86,30,91.0,None,300,None,300
809,uw_2022_liver-disorder.wcnf,711,9.82,711,7.32,315,21.41,313,256.98,None,300,None,300,293.0,100.96,319,299.0,303,192.03,315,257.8
810,uw_2022_navigation_5x5_9.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
811,uw_2022_meltdown_min.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
812,uw_2022_ms_150_10_40-0.wcnf,None,300,139,289.44,None,300,None,300,None,300,None,300,108.0,281.78,98,265.0,None,300,None,300
813,uw_2023_inconsistency-measurement-im-forgetting-A-2-WS_300_16_70_30.tgf.pl.wcnf,52,33.83,47,7.21,44,19.85,44,103.89,48,128.38,46,252.65,37.0,38.47,39,12.0,47,292.11,44,110.04
814,uw_2023_scheduling-cnf_12.wcnf,129,34.49,106,83.07,123,9.21,115,91.38,119,185.68,120,200.72,65.0,30.5,62,43.0,121,166.43,111,58.31
815,uw_2023_railway-transport-we.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,6217.0,82.96,470,285.0,None,300,None,300
816,uw_2023_setcover-sts-data.243.wcnf,198,0.79,211,0.0,199,0.09,198,0.01,198,0.61,211,0.01,203.0,0.15,204,19.0,198,0.08,198,0.01
817,uw_2023_optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_4.wcnf,1700,40.25,1454,16.06,568,226.35,247,191.58,None,300,None,300,550.0,293.43,1534,13.0,226,85.05,247,197.69
818,uw_2023_optimizing-BDDs-lymph-un-wcnf_incomplete_improved_1_2019_7.wcnf,10,7.35,6,251.6,6,16.93,7,254.38,7,160.74,7,233.37,4.0,85.6,5,29.0,9,1.23,6,108.93
819,uw_2023_optimizing-BDDs-australian-credit-un-wcnf_incomplete_improved_1_2019_5.wcnf,330,1.41,330,0.57,77,78.4,76,46.47,None,300,None,300,73.0,83.41,87,3.0,76,45.4,76,45.58
820,uw_2023_optimizing-BDDs-vote-un-wcnf_incomplete_improved_1_2019_7.wcnf,13,19.37,10,10.81,9,0.89,6,86.06,5,148.09,8,75.95,4.0,51.59,5,262.0,6,0.53,8,8.5
821,uw_2023_aes-mul_8_13.wcnf,60,55.18,60,8.82,60,141.13,60,180.78,63,13.87,60,10.01,156.0,1.64,160,7.0,60,215.16,60,174.51
822,uw_2023_xai-mindset2-bupa.wcnf,638,8.18,638,5.9,319,57.72,313,35.58,None,300,None,300,302.0,142.5,316,258.0,306,64.77,313,33.44
823,uw_2023_railway-transport-pesp_5min.wcnf,73,21.54,73,58.27,74,261.54,69,281.77,73,8.24,70,297.3,76.0,174.39,73,116.0,71,290.1,71,241.99
824,uw_2023_fault-diagnosis-s38584_nan_explicit_10_0.wcnf,277,18.82,277,8.23,282,268.69,230,53.5,None,300,None,300,228.0,62.38,217,75.0,235,42.85,230,51.42
825,uw_2023_optimizing-BDDs-vote-un-wcnf_incomplete_improved_1_2019_8.wcnf,3,3.46,4,285.3,5,21.98,5,1.31,4,5.5,6,0.74,2.0,117.81,3,19.0,5,6.49,5,1.24
826,uw_2023_aes-sbox_8.wcnf,810,212.27,527,209.71,454,214.33,446,199.2,527,289.76,519,229.78,617.0,283.3,808,249.0,455,220.05,446,179.72
827,uw_2023_inconsistency-measurement-im-forgetting-A-2-WS_300_16_90_30.tgf.pl.wcnf,52,22.99,48,79.88,42,45.11,45,41.18,46,73.38,48,24.69,38.0,6.12,35,17.0,45,200.36,45,41.54
828,uw_2023_gen-hyper-tw-GenHyperTW_aim-50-1_6-yes1-3.wcnf,12,9.87,12,41.94,10,118.09,11,37.27,11,183.55,11,123.9,13.0,47.25,12,80.0,10,184.03,11,138.32
829,uw_2023_judgment-aggregation-ja-maxham-preflib-00049-00000540.wcnf,54,9.23,53,46.89,50,181.31,51,103.57,50,78.83,50,27.42,49.0,32.28,49,5.0,51,80.14,51,93.65
830,uw_2023_inconsistency-measurement-im-forgetting-B-3-stb_457_193.tgf.pl.wcnf,79,2.6,73,187.27,74,285.36,74,29.57,74,116.11,74,294.73,59.0,2.66,58,220.0,74,15.45,74,28.83
831,uw_2023_judgment-aggregation-ja-maxham-preflib-00049-00000492.wcnf,49,2.17,47,78.11,48,27.65,48,59.41,48,64.09,47,203.79,47.0,56.04,47,8.0,48,1.12,48,60.77
832,uw_2023_min-fill-MinFill_R0_mulsol.i.1.wcnf,247,50.19,190,110.6,195,118.81,496,10.57,195,69.03,176,295.93,142.0,26.57,142,123.0,431,107.92,448,263.31
833,uw_2023_setcover-sts-data.729.wcnf,647,18.99,665,0.08,617,29.35,617,3.24,643,270.58,665,0.08,648.0,270.35,654,11.0,617,14.69,617,3.29
834,uw_2023_optimizing-BDDs-australian-credit-un-wcnf_incomplete_improved_1_2019_2.wcnf,89,0.3,89,0.37,101,0.41,89,0.26,87,133.95,89,220.98,87.0,5.19,87,2.0,89,0.28,89,0.3
835,uw_2023_railway-transport-d4.wcnf,12244,44.71,12244,30.78,6098,271.89,5672,84.82,None,300,None,300,10037.0,62.98,3250,289.0,5877,80.71,5672,89.03
836,uw_2023_judgment-aggregation-ja-maxham-preflib-00049-00000517.wcnf,62,37.21,59,103.13,58,66.09,57,62.34,59,97.31,60,80.57,58.0,32.67,57,6.0,59,199.59,57,65.32
837,uw_2023_planning-bnn-cellda_y_10.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
838,uw_2023_optimizing-BDDs-mushroom-un-wcnf_incomplete_improved_1_2019_4.wcnf,None,300,1240,57.66,580,262.02,628,80.42,None,300,None,300,2596.0,299.95,504,19.0,356,152.3,628,63.99
839,uw_2023_min-fill-MinFill_R3_miles750.wcnf,3684,7.91,3684,3.99,2078,156.58,1778,288.03,None,300,None,300,3121.0,295.49,754,234.0,1655,266.68,1921,281.88
840,uw_2023_judgment-aggregation-ja-slater-preflib-00051-00000011.wcnf,510,51.72,506,5.18,501,84.22,501,269.76,507,10.81,505,8.98,511.0,185.29,613,1.0,502,149.2,501,278.07
841,uw_2023_optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_6.wcnf,450,51.99,455,0.42,140,22.62,148,5.44,165,85.59,195,57.5,165.0,290.32,438,1.0,147,10.97,148,5.04
842,uw_2023_planning-bnn-navigation_4x4_7.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,7.0,219.12,5,199.0,None,300,None,300
843,uw_2023_optimizing-BDDs-anneal-un-wcnf_incomplete_improved_1_2019_5.wcnf,140,26.6,154,143.49,127,1.36,130,276.64,139,261.0,139,212.08,121.0,68.99,137,57.0,131,151.44,134,3.98
844,uw_2023_railway-transport-pesp_18Min.wcnf,3385,7.57,324,295.55,545,278.37,441,71.04,354,43.9,296,272.47,375.0,200.47,1004,287.0,336,240.19,441,89.1
845,uw_2023_ramsey-ram_k3_n14.ra0.wcnf,21,0.0,48,0.0,21,0.0,21,0.0,21,0.0,45,0.0,21.0,1.09,22,11.0,21,0.0,21,0.0
846,uw_2023_xai-mindset2-bnn-last-layer-f10.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,1117.0,291.05,1121,172.0,None,300,None,300
847,uw_2023_optic-gen_cvc-add7to3_9999.wcnf,193,14.42,192,294.85,195,57.22,194,1.88,198,0.32,197,50.0,200.0,64.34,216,275.0,193,27.32,194,2.03
848,uw_2023_inconsistency-measurement-im-contension-C-1-grd_3018_3_7.tgf.pl.wcnf,513,21.07,508,265.9,526,31.93,518,161.72,530,42.14,508,285.5,501.0,19.99,529,282.0,527,66.13,518,162.33
849,uw_2023_optimizing-BDDs-heart-cleveland-un-wcnf_incomplete_improved_1_2019_9.wcnf,31,33.73,108,0.65,19,74.95,17,144.62,16,269.31,22,213.68,14.0,235.73,47,126.0,17,232.13,17,143.56
850,uw_2023_treewidth-computation-TWComp_1c75_N69.wcnf,39,12.69,34,181.27,30,175.81,30,108.28,34,20.4,33,45.22,29.0,37.35,29,21.0,30,101.19,30,292.64
851,uw_2023_reversi-rev66-28.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,7.0,66.91,5,30.0,None,300,None,300
852,uw_2023_judgment-aggregation-ja-maxham-preflib-00049-00000253.wcnf,52,1.53,48,227.48,48,31.11,48,265.7,48,6.21,49,13.09,46.0,132.14,46,18.0,48,53.82,49,0.11
853,uw_2023_judgment-aggregation-ja-maxham-preflib-00049-00000486.wcnf,59,2.32,58,60.27,56,186.5,56,283.54,57,116.69,57,114.62,55.0,32.01,55,1.0,58,0.23,56,281.95
854,uw_2023_treewidth-computation-TWComp_eil51.tsp_N51.wcnf,10,37.68,9,136.98,10,32.46,9,48.23,10,10.08,9,101.64,8.0,167.56,9,5.0,9,46.56,9,141.46
855,uw_2023_decision-tree-car-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,501,4.6,501,2.07,242,13.98,242,23.81,None,300,None,300,85.0,104.87,77,177.0,193,6.69,242,24.9
856,uw_2023_program-disambiguation-Q55_YESNO_1.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,2.0,45.24,2,56.0,None,300,None,300
857,uw_2023_inconsistency-measurement-im-forgetting-T-2-grd_4383_1_10.tgf.pl.wcnf,829,44.08,784,253.91,819,288.41,896,28.98,816,50.89,788,79.42,740.0,251.99,1012,2.0,871,34.53,896,34.72
858,uw_2023_fault-diagnosis-s38584_nan_explicit_9_0.wcnf,288,20.27,288,7.98,267,144.35,251,105.98,None,300,None,300,211.0,210.3,211,131.0,258,190.81,262,284.34
859,uw_2023_gen-hyper-tw-GenHyperTW_2bitcomp_5.wcnf,60,13.92,13,42.52,15,272.4,19,161.67,14,160.73,16,287.81,34.0,285.12,37,264.0,14,224.77,18,96.98
860,uw_2023_min-fill-MinFill_R0_mulsol.i.3.wcnf,2641,16.94,280,226.0,None,300,955,288.88,304,298.59,302,266.51,240.0,73.25,242,185.0,837,229.04,595,110.05
861,uw_2023_aes-mul_8_9.wcnf,42,6.2,42,4.87,42,30.99,42,33.57,45,43.39,42,4.97,81.0,0.99,80,3.0,42,57.1,42,32.26
862,uw_2023_ramsey-ram_k4_n18.ra0.wcnf,9,48.69,30,0.0,9,0.03,9,0.05,9,0.02,38,0.0,10.0,212.39,11,16.0,9,0.01,9,0.08
863,uw_2023_inconsistency-measurement-im-hit-C-1-grd_3018_3_7.tgf.pl.wcnf,549,18.26,544,213.49,532,66.06,530,182.86,547,209.06,547,215.12,559.0,241.46,559,234.0,534,38.0,530,193.83
864,uw_2023_inconsistency-measurement-im-sum-A-2-grd_1948_5_1.tgf.pl.wcnf,395,50.39,379,49.59,360,279.58,364,58.77,385,122.73,377,126.12,362.0,267.44,490,14.0,366,141.77,364,60.77
865,uw_2023_judgment-aggregation-ja-slater-preflib-00051-00000008.wcnf,342,9.23,342,6.07,342,15.78,341,32.84,341,32.87,344,6.58,345.0,25.01,451,292.0,341,15.43,341,38.2
866,uw_2023_decision-tree-car-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,523,1.46,523,0.97,242,68.76,242,24.1,None,300,None,300,109.0,132.43,112,4.0,242,9.05,242,24.54
867,uw_2023_min-fill-MinFill_R1_games120.wcnf,3113,4.26,3113,2.35,2305,251.27,2190,101.71,None,300,None,300,2523.0,290.21,1822,107.0,2051,70.58,2189,224.08
868,uw_2023_aes-mul_8_3.wcnf,36,3.02,38,1.97,36,14.4,36,13.95,37,9.96,36,2.1,44.0,0.53,45,3.0,36,9.65,36,14.08
869,uw_2023_scheduling-cnf_10.wcnf,241,3.29,117,21.32,124,268.63,122,173.71,144,56.14,129,114.7,57.0,218.09,50,193.0,119,207.07,121,265.93
870,uw_2023_gen-hyper-tw-GenHyperTW_par8-1-c.wcnf,37,4.15,12,175.22,10,180.4,13,8.04,12,126.7,13,124.43,13.0,68.9,16,161.0,12,139.28,13,8.43
871,uw_2023_decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf,52,0.49,87,0.46,52,30.77,52,17.72,None,300,None,300,31.0,86.75,38,103.0,52,6.64,52,18.17
872,uw_2023_judgment-aggregation-ja-slater-preflib-00049-00000135.wcnf,248,5.92,247,185.83,247,5.23,246,25.36,246,250.49,246,195.57,247.0,5.63,278,70.0,246,49.5,246,25.05
873,uw_2023_judgment-aggregation-ja-maxham-preflib-00049-00000071.wcnf,50,1.66,47,92.26,46,2.09,48,0.69,47,127.88,48,0.97,45.0,35.1,46,4.0,48,0.41,48,1.01
874,uw_2023_atcoss-atcoss_sugar_05.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,10.0,119.27,13,17.0,None,300,None,300
875,uw_2023_decision-tree-lymph-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,32,57.53,27,151.57,22,155.97,27,46.49,27,24.34,27,19.62,8.0,77.78,7,275.0,27,0.96,27,119.06
876,uw_2023_planning-bnn-cellda_x_10.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
877,uw_2023_inconsistency-measurement-im-sum-B-3-stb_339_393.tgf.pl.wcnf,72,47.76,69,61.13,67,7.98,68,0.72,71,281.86,67,14.55,56.0,17.48,62,133.0,66,116.33,68,0.74
878,uw_2023_scheduling-cnf_small.wcnf,60,26.06,51,42.56,52,197.66,53,82.76,52,148.09,52,291.15,28.0,5.25,31,21.0,52,180.51,47,107.46
879,uw_2023_inconsistency-measurement-im-forgetting-T-2-stb_339_81.tgf.pl.wcnf,65,52.56,63,217.09,60,95.0,58,7.71,60,224.35,61,282.47,48.0,1.7,49,54.0,58,68.55,58,7.85
880,uw_2023_gen-hyper-tw-GenHyperTW_dubois28.wcnf,5,15.3,5,298.28,5,187.23,5,2.92,5,95.48,5,65.45,6.0,215.85,7,43.0,5,2.7,5,3.7
881,uw_2023_setcover-sts-data.135.wcnf,104,0.01,111,0.0,103,14.98,103,236.67,103,32.84,111,0.0,104.0,1.51,104,55.0,103,15.61,103,226.41
882,uw_2023_treewidth-computation-TWComp_1dj7_N73.wcnf,32,46.29,28,200.02,26,288.15,26,108.4,30,37.65,29,259.36,26.0,37.8,26,40.0,26,239.59,26,90.21
883,uw_2023_optimizing-BDDs-car-un-wcnf_incomplete_improved_1_2019_7.wcnf,748,0.78,352,258.69,124,180.4,96,85.49,None,300,None,300,90.0,296.89,174,5.0,90,12.05,96,82.56
884,uw_2023_atcoss-atcoss_mesat_15.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,60.0,295.21,None,300,None,300,None,300
885,uw_2023_xai-mindset2-shuttleM.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,141.0,211.68,170,275.0,None,300,None,300
886,uw_2023_optimizing-BDDs-soybean-un-wcnf_incomplete_improved_1_2019_6.wcnf,29,38.23,55,90.46,43,12.23,31,13.57,45,253.29,55,224.84,24.0,119.66,57,5.0,41,79.32,31,10.4
887,uw_2023_optimizing-BDDs-mushroom-un-wcnf_incomplete_improved_1_2019_5.wcnf,None,300,2838,52.62,112,264.93,1476,124.61,None,300,None,300,2016.0,15.45,196,28.0,40,179.39,1124,265.1
888,uw_2023_min-fill-MinFill_R0_mulsol.i.2.wcnf,3188,14.58,269,266.61,860,209.81,750,263.69,294,240.62,258,298.46,240.0,128.51,242,217.0,958,100.79,863,255.22
889,uw_2023_judgment-aggregation-ja-maxham-preflib-00049-00000260.wcnf,53,6.12,51,26.07,51,192.45,51,63.38,52,42.6,51,156.7,50.0,41.72,50,2.0,51,46.83,51,58.69
890,uw_2023_gen-hyper-tw-GenHyperTW_aim-50-1_6-no-3.wcnf,12,43.84,12,2.62,11,66.35,11,2.2,11,89.25,11,85.53,14.0,211.43,13,95.0,10,97.95,10,100.03
891,uw_2023_inconsistency-measurement-im-contension-B-3-stb_696_368.tgf.pl.wcnf,69,3.91,66,21.47,66,115.03,64,230.3,68,4.26,66,159.23,65.0,2.08,66,25.0,67,63.52,65,16.67
892,uw_2023_judgment-aggregation-ja-maxham-preflib-00049-00000293.wcnf,46,28.76,46,173.0,44,150.93,45,0.48,46,77.39,45,175.22,43.0,33.79,43,144.0,44,101.65,45,0.53
893,uw_2023_judgment-aggregation-ja-maxham-preflib-00049-00000385.wcnf,38,0.63,37,117.34,37,237.84,37,130.06,38,9.03,37,4.4,37.0,9.16,37,8.0,37,44.48,37,140.58
894,uw_2023_reversi-rev66-26.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,7.0,73.54,7,52.0,None,300,None,300
895,uw_2023_MaxSATQueriesinInterpretableClassifiers-wdbc_train_9_CNF_5_1.wcnf,21,0.92,21,45.8,21,3.18,21,4.23,21,1.61,21,0.29,22.0,0.92,22,2.0,21,3.84,21,4.61
896,uw_2023_planning-bnn-navigation_5x5_9.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
897,uw_2023_optimizing-BDDs-kr-vs-kp-un-wcnf_incomplete_improved_1_2019_8.wcnf,1563,8.35,1563,4.02,178,52.84,181,80.84,None,300,None,300,520.0,13.77,583,14.0,162,60.37,181,74.97
898,uw_2023_judgment-aggregation-ja-maxham-preflib-00049-00000390.wcnf,55,49.46,54,239.82,54,33.55,54,166.34,54,24.88,54,125.21,53.0,38.02,53,10.0,55,18.09,54,174.7
899,uw_2023_inconsistency-measurement-im-hit-B-1-grd_3018_3_7.tgf.pl.wcnf,586,35.03,588,261.02,566,78.3,569,98.63,587,243.1,589,227.24,607.0,140.27,603,147.0,569,280.19,569,122.57
900,uw_2023_gen-hyper-tw-GenHyperTW_pret60_25.wcnf,11,18.14,7,265.65,8,167.8,6,107.91,7,54.73,7,137.54,6.0,77.49,8,173.0,6,63.79,7,132.87
901,uw_2023_decision-tree-mushroom-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf,1521,53.95,1521,39.08,None,300,749,168.06,None,300,None,300,71.0,291.25,57,176.0,749,174.47,749,178.37
902,uw_2023_optic-gen_mult_5_5_991.wcnf,233,13.45,231,239.27,232,110.25,233,51.48,262,83.14,244,2.1,280.0,8.85,273,3.0,233,169.52,233,48.76
903,uw_2023_min-fill-MinFill_R3_miles1000.wcnf,2890,8.56,2890,4.21,2349,270.11,2351,83.78,None,300,None,300,3308.0,299.88,844,68.0,2235,291.19,2059,137.82
904,uw_2023_judgment-aggregation-ja-slater-preflib-00049-00000451.wcnf,508,10.39,533,5.19,507,56.38,505,122.07,506,95.6,508,5.75,511.0,30.94,652,232.0,506,43.14,505,116.72
905,uw_2023_judgment-aggregation-ja-maxham-preflib-00049-00000338.wcnf,57,5.4,55,152.88,54,201.04,54,138.08,55,78.61,55,77.05,54.0,31.64,54,49.0,53,0.89,54,125.36
906,uw_2023_judgment-aggregation-ja-maxham-preflib-00049-00000316.wcnf,54,52.78,52,0.65,53,0.58,52,125.34,53,99.97,52,260.82,52.0,75.25,52,43.0,52,162.81,52,129.19
907,uw_2023_atcoss-atcoss_mesat_02.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,50.0,61.4,50,160.0,None,300,None,300
908,uw_2023_decision-tree-breast-cancer-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,181,23.34,196,14.97,59,46.51,57,102.28,None,300,None,300,13.0,185.15,24,80.0,59,21.69,57,102.99
909,uw_2023_xai-mindset2-postoperative-patient-data.wcnf,130,42.96,65,232.99,74,31.69,75,114.95,76,265.08,70,205.79,63.0,40.14,62,15.0,77,207.01,73,97.92
910,uw_2023_gen-hyper-tw-GenHyperTW_grid4d_3.wcnf,8,4.55,8,1.22,7,124.42,7,45.43,7,27.35,7,10.02,8.0,186.13,7,237.0,7,47.09,7,29.19
911,uw_2023_inconsistency-measurement-im-hit-A-1-grd_2065_1_8.tgf.pl.wcnf,309,32.06,308,251.49,302,167.42,300,161.14,311,217.18,304,43.92,310.0,78.76,349,267.0,303,71.86,300,174.21
912,uw_2023_optimizing-BDDs-breast-cancer-un-wcnf_incomplete_improved_1_2019_7.wcnf,511,0.86,511,0.63,25,292.54,26,64.09,29,147.12,35,32.41,21.0,141.98,30,75.0,24,13.0,24,276.9
913,uw_2023_decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,76,6.63,76,3.67,52,34.73,52,7.85,None,300,None,300,33.0,159.22,30,69.0,52,5.0,52,7.35
914,uw_2023_planning-bnn-sysadmin_4_3.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,4.0,103.79,3,76.0,None,300,None,300
915,uw_2023_decision-tree-australian-credit-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,146,27.95,146,18.92,73,76.65,73,46.38,None,300,None,300,59.0,225.8,67,109.0,73,27.84,73,38.22
916,uw_2023_inconsistency-measurement-im-sum-B-3-stb_327_100.tgf.pl.wcnf,59,1.24,52,282.3,51,217.71,50,251.36,54,257.61,48,263.9,42.0,122.21,43,10.0,50,181.64,50,268.82
917,uw_2023_SeanSafarpour-rsdecoder1_blackbox_KESblock-problem.dimacs_30.filtered.wcnf,48,58.92,25,61.6,50,207.34,27,293.73,53,129.45,34,58.48,205.0,299.24,3,49.0,13,288.34,51,102.77
918,uw_2023_min-fill-MinFill_R4_miles500.wcnf,2754,5.01,2754,2.5,1007,21.98,1125,2.83,None,300,None,300,396.0,274.74,475,133.0,1054,253.06,1125,2.97
919,uw_2023_planning-bnn-cellda_x_12.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
920,uw_2023_mbd-b14_C-mbd14-0277.wcnf,35,27.29,31,51.4,34,4.64,39,104.14,39,35.91,24,201.73,24.0,0.51,24,216.0,39,47.68,39,90.12
921,uw_2023_reversi-rev66-32.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,1.0,206.64,1,71.0,None,300,None,300
922,uw_2023_min-fill-MinFill_R0_myciel7.wcnf,11179,20.92,11179,15.68,5027,24.76,5571,112.22,None,300,None,300,4940.0,52.54,7346,264.0,4604,24.26,4588,275.47
923,uw_2023_judgment-aggregation-ja-maxham-preflib-00049-00000333.wcnf,53,1.93,53,298.96,53,279.66,52,56.67,54,20.52,52,215.9,51.0,55.57,52,29.0,51,135.7,52,50.23
924,uw_2023_decision-tree-anneal-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,223,25.06,223,14.89,120,185.26,142,204.63,None,300,None,300,87.0,188.8,86,151.0,120,26.64,142,200.97
925,uw_2023_bcp-SU3__simp-genos.haps.9.wcnf,107,7.82,106,7.48,106,21.73,106,13.42,107,82.62,106,0.9,106.0,3.0,106,1.0,106,20.44,106,13.23
926,uw_2023_gen-hyper-tw-GenHyperTW_b01.wcnf,7,33.22,7,220.55,5,265.84,6,1.54,6,80.61,7,1.73,5.0,55.8,5,2.0,6,68.92,5,26.45
927,uw_2023_planning-bnn-sysadmin_5_3.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,5.0,179.74,6,157.0,None,300,None,300
928,uw_2023_inconsistency-measurement-im-sum-B-2-stb_330_291.tgf.pl.wcnf,52,22.68,47,198.86,45,171.48,42,188.64,45,85.52,44,185.29,36.0,59.04,38,66.0,45,282.47,42,200.08
929,uw_2023_ramsey-ram_k3_n15.ra0.wcnf,30,0.01,61,0.0,30,0.0,30,0.0,30,0.0,60,0.0,30.0,23.64,30,7.0,30,0.0,30,0.0
930,uw_2023_judgment-aggregation-ja-slater-preflib-00049-00000468.wcnf,275,0.93,270,155.96,270,3.81,269,2.52,269,266.16,270,16.98,272.0,25.56,286,73.0,269,31.45,269,2.77
931,uw_2023_decision-tree-kr-vs-kp-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,1245,23.12,1245,13.47,822,45.33,822,60.54,None,300,None,300,181.0,292.34,625,174.0,811,67.33,822,63.03
932,uw_2023_inconsistency-measurement-im-hit-B-3-stb_390_450.tgf.pl.wcnf,46,27.39,47,13.63,46,15.75,46,0.96,45,33.92,46,1.3,48.0,1.35,48,233.0,45,55.4,46,1.09
933,uw_2023_planning-bnn-navigation_5x5_8.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
934,uw_2023_planning-bnn-sysadmin_5_4.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,7,263.0,None,300,None,300
935,uw_2023_reversi-rev66-16.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,17.0,20.02,17,4.0,None,300,None,300
936,uw_2023_decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,230,9.67,230,6.39,230,7.89,230,8.34,None,300,None,300,159.0,198.38,167,298.0,230,10.83,230,8.54
937,uw_2023_judgment-aggregation-ja-maxham-preflib-00049-00000512.wcnf,59,19.88,57,116.7,57,94.09,58,4.93,58,10.24,58,291.92,54.0,169.76,58,20.0,58,53.23,58,4.58
938,uw_2023_gen-hyper-tw-GenHyperTW_flat30-99.wcnf,69,12.58,22,51.68,45,292.65,23,125.27,None,300,None,300,37.0,244.16,30,267.0,20,123.71,23,58.85
